Order_listened,Title,Artist,Duration_in_milliseconds
1939,Fly Me Away - Instrumental,StreamBeats Originals,155454
1940,Fly Me Away,StreamBeats Originals,155454
1941,Fly Me Away - Instrumental,StreamBeats Originals,155454
1942,Fly Me Away,StreamBeats Originals,155454
1943,Fly Me Away - Instrumental,StreamBeats Originals,155454
1944,Fly Me Away,StreamBeats Originals,155454
1945,Fly Me Away - Instrumental,StreamBeats Originals,155454
1946,Fly Me Away,StreamBeats Originals,155454
1947,SNEAKERS,ITZY,2752
1948,SNEAKERS (English Ver.),ITZY,31552
1949,stars we chase,ミア・テイラー (CV.内田 秀),3562
1950,SNEAKERS (English Ver.),ITZY,179453
1951,Fly Me Away - Instrumental,StreamBeats Originals,155454
1952,Fly Me Away,StreamBeats Originals,155454
1953,Fly Me Away - Instrumental,StreamBeats Originals,155454
1954,Fly Me Away,StreamBeats Originals,14543
1955,Fly Me Away - Instrumental,StreamBeats Originals,155454
1956,Fly Me Away - Instrumental,StreamBeats Originals,98815
1957,Fly Me Away - Instrumental,StreamBeats Originals,56668
1958,Fly Me Away - Instrumental,StreamBeats Originals,155454
1959,Fly Me Away - Instrumental,StreamBeats Originals,155454
1960,Fly Me Away - Instrumental,StreamBeats Originals,64383
1961,Fly Me Away,StreamBeats Originals,155454
1962,Fly Me Away - Instrumental,StreamBeats Originals,3645
1963,Fly Me Away,StreamBeats Originals,155454
1964,Fly Me Away,StreamBeats Originals,155454
1965,Fly Me Away,StreamBeats Originals,155454
1966,Fly Me Away,StreamBeats Originals,155454
1967,Fly Me Away,StreamBeats Originals,155454
1968,Fly Me Away,StreamBeats Originals,155454
1969,Fly Me Away,StreamBeats Originals,155454
1970,Fly Me Away,StreamBeats Originals,155454
1971,Fly Me Away,StreamBeats Originals,155454
1972,Fly Me Away,StreamBeats Originals,155454
1973,Fly Me Away,StreamBeats Originals,155454
1974,Fly Me Away,StreamBeats Originals,155454
1975,Fly Me Away,StreamBeats Originals,155454
1976,Fly Me Away,StreamBeats Originals,155454
1977,Fly Me Away,StreamBeats Originals,155454
1978,Fly Me Away,StreamBeats Originals,155454
1979,Fly Me Away,StreamBeats Originals,155454
1980,Fly Me Away,StreamBeats Originals,155454
1981,Fly Me Away,StreamBeats Originals,155454
1982,Fly Me Away,StreamBeats Originals,155454
1983,Fly Me Away,StreamBeats Originals,155454
1984,Fly Me Away,StreamBeats Originals,155454
1985,Fly Me Away,StreamBeats Originals,155454
1986,Fly Me Away,StreamBeats Originals,155454
1987,Fly Me Away,StreamBeats Originals,155454
1988,Fly Me Away,StreamBeats Originals,155454
1989,Fly Me Away,StreamBeats Originals,155454
1990,Fly Me Away,StreamBeats Originals,155454
1991,Fly Me Away,StreamBeats Originals,155454
1992,Fly Me Away,StreamBeats Originals,155454
1993,Fly Me Away,StreamBeats Originals,155454
1994,Fly Me Away,StreamBeats Originals,155454
1995,Fly Me Away,StreamBeats Originals,155454
1996,Fly Me Away,StreamBeats Originals,155454
1997,Fly Me Away,StreamBeats Originals,155454
1998,Fly Me Away,StreamBeats Originals,155454
1999,Fly Me Away,StreamBeats Originals,155454
2000,Fly Me Away,StreamBeats Originals,155454
2001,Fly Me Away,StreamBeats Originals,155454
2002,Fly Me Away,StreamBeats Originals,155454
2003,Fly Me Away,StreamBeats Originals,155454
2004,Fly Me Away,StreamBeats Originals,155454
2005,Fly Me Away,StreamBeats Originals,155454
2006,Fly Me Away,StreamBeats Originals,155454
2007,Fly Me Away,StreamBeats Originals,155454
2008,Fly Me Away,StreamBeats Originals,155454
2009,Fly Me Away,StreamBeats Originals,155454
2010,Fly Me Away,StreamBeats Originals,155454
2011,Fly Me Away,StreamBeats Originals,155454
2012,Fly Me Away,StreamBeats Originals,155454
2013,Fly Me Away,StreamBeats Originals,96003
2014,Fly Me Away,StreamBeats Originals,95808
2015,Fly Me Away,StreamBeats Originals,231785
2016,Fly Me Away,StreamBeats Originals,11021
2017,Fly Me Away - Instrumental,StreamBeats Originals,51711
2018,Fly Me Away,StreamBeats Originals,120746
2019,Fly Me Away,StreamBeats Originals,6242
2020,Fly Me Away - Instrumental,StreamBeats Originals,155454
2021,Fly Me Away - Instrumental,StreamBeats Originals,140800
2022,Fly Me Away,StreamBeats Originals,171882
2023,Fly Me Away,StreamBeats Originals,75776
2024,Fly Me Away,StreamBeats Originals,158974
2025,Fly Me Away,StreamBeats Originals,49890
2026,Fly Me Away,StreamBeats Originals,10480
2027,Fly Me Away,StreamBeats Originals,155454
2028,Fly Me Away,StreamBeats Originals,155454
2029,Fly Me Away - Instrumental,StreamBeats Originals,6180
2030,Fly Me Away,StreamBeats Originals,155454
2031,Fly Me Away,StreamBeats Originals,155454
2032,Fly Me Away,StreamBeats Originals,155454
2033,Fly Me Away,StreamBeats Originals,155454
2034,Fly Me Away,StreamBeats Originals,155454
2035,Fly Me Away,StreamBeats Originals,155454
2036,Fly Me Away,StreamBeats Originals,155454
2037,Fly Me Away,StreamBeats Originals,8283
2038,Fly Me Away,StreamBeats Originals,155454
2039,SNEAKERS,ITZY,48690
2040,LOCO,ITZY,191462
2041,SNEAKERS,ITZY,179453
2042,WANNABE,ITZY,191242
2043,In the morning,ITZY,172373
2044,Not Shy,ITZY,177728
2045,DALLA DALLA,ITZY,199873
2046,SWIPE,ITZY,177893
2047,SHOOT!,ITZY,139213
2048,RACER,ITZY,192893
2049,ICY,ITZY,191142
2050,SNEAKERS,ITZY,179453
2051,RACER,ITZY,74651
2052,Fly Me Away,StreamBeats Originals,35072
2053,Fly Me Away,StreamBeats Originals,157464
2054,Fly Me Away - Instrumental,StreamBeats Originals,828
2055,四季予你,程響,2666
2056,阿楚姑娘,TIA RAY,2944
2057,Come Back My Love,安唯綾,661
2058,Sometimes,王以綸,597
2059,我要变好看,周思涵,1066
2060,那些年,Hu Xia,746
2061,老鼠愛大米,Twins,746
2062,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,938
2063,Miracle,高瀚宇,597
2064,Fly Me Away,StreamBeats Originals,153344
2065,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,21
2066,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,1344
2067,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,746
2068,[Yicheng Group] Gu Cheng,Krystal Chan,938
2069,[Yicheng Group] Gu Cheng,Krystal Chan,3733
2070,阿楚姑娘,TIA RAY,1023
2071,大碗宽面,吴亦凡,1002
2072,青花瓷,Jay Chou,320
2073,青花瓷,Jay Chou,255
2074,颗粒季,希林娜依•高,597
2075,約定 - 2016 Live Version,Michael Wong,661
2076,髮如雪,Jay Chou,917
2077,時候,Sue,874
2078,童話,Michael Wong,682
2079,不得不愛,Will Pan,981
2080,芒种,音阙诗听,640
2081,枕邊童話,愛寫歌的小田,682
2082,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",段奧娟,2548
2083,[Yicheng Group] Gu Cheng,Krystal Chan,232941
2084,无题 - 网剧《山河令》插曲,Hu Xia,597
2085,大碗宽面,吴亦凡,917
2086,Honey,Cyndi Wang,1002
2087,咖啡 (LH x KW),Lu Han,917
2088,青花瓷,Jay Chou,2154
2089,髮如雪,Jay Chou,13375
2090,Yume To Hazakura - Chinese,NSZX,661
2091,過 (Should've Let Go),Jackson Wang,832
2092,有点甜,Silence Wang,1023
2093,皮埃罗,徐艺洋,1280
2094,[Xue Yang] Huang Cheng Du,周深,3327
2095,[Wen Qing] woodland,Gao Qiuzi,2581
2096,You Have Me,China songs,223375
2097,異類,Hua Chen Yu,1365
2098,未接來電,莫宰羊,640
2099,中国话,S.H.E,5393
2100,Wu Ji - Piano Ver.,Hai Lin,874
2101,Never Stop,China songs,211022
2102,会不会再见,徐艺洋,199897
2103,我很快樂,Eric Chou,4283
2104,告白氣球,Jay Chou,215146
2105,大魚 - 唱片版,周深,981
2106,Say Yes,徐紫茵,874
2107,飄雪,Priscilla Chan,1728
2108,I Miss You,Joyce Chu,158160
2109,贰叁,吴亦凡,15526
2110,喜欢你,Kit Chan,265906
2111,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,4249
2112,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,1450
2113,When I Was Eighteen,China songs,182508
2114,安靜,Jay Chou,163380
2115,我很快樂,Eric Chou,1002
2116,學貓叫,小潘潘,2090
2117,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,896
2118,Come Back My Love,安唯綾,938
2119,小幸運,Hebe Tien,938
2120,Sometimes,王以綸,938
2121,飞鸟和蝉,Ren Ran,917
2122,那些年,Hu Xia,938
2123,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,1386
2124,Yume To Hazakura - Chinese,NSZX,1002
2125,贰叁,吴亦凡,960
2126,有点甜,Silence Wang,1109
2127,那女孩對我說,Rachel Liang,256405
2128,Fly Me Away,StreamBeats Originals,155454
2129,Fly Me Away,StreamBeats Originals,155454
2130,Fly Me Away,StreamBeats Originals,155454
2131,Fly Me Away,StreamBeats Originals,155454
2132,Fly Me Away,StreamBeats Originals,155454
2133,Fly Me Away,StreamBeats Originals,155454
2134,Fly Me Away,StreamBeats Originals,155454
2135,Fly Me Away,StreamBeats Originals,155454
2136,大碗宽面,吴亦凡,2026
2137,Honey,Cyndi Wang,1045
2138,學貓叫,小潘潘,1194
2139,颗粒季,希林娜依•高,1621
2140,[Wen Qing] woodland,Gao Qiuzi,1258
2141,Say Yes,徐紫茵,1408
2142,[Theme Song] Wu Ji - Chorus Edition,Xiao Zhan,853
2143,Yume To Hazakura - Chinese,NSZX,810
2144,Fly Me Away,StreamBeats Originals,867
2145,Fly Me Away,StreamBeats Originals,155454
2146,123我爱你,新乐尘符,1429
2147,中国话,S.H.E,1343
2148,大魚 - 唱片版,周深,7455
2149,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,703
2150,When I Was Eighteen,China songs,182508
2151,告白氣球,Jay Chou,789
2152,[Yicheng Group] Gu Cheng,Krystal Chan,1216
2153,告白氣球,Jay Chou,215146
2154,笑看江湖 - 网剧《山河令》江湖推广曲,满舒克,202759
2155,有点甜,Silence Wang,235200
2156,Wanan,齐悦,661
2157,飄雪,Priscilla Chan,1557
2158,小幸運,Hebe Tien,1130
2159,不得不愛,Will Pan,33244
2160,一翦梅,Fei Yu-ching,789
2161,Turn Back Time,WayV,831
2162,Wu Ji - Piano Ver.,Hai Lin,1109
2163,喜欢你,Kit Chan,265906
2164,万有引力,F*yy,8089
2165,童話,Michael Wong,1621
2166,是想你的声音啊,傲七爷,1408
2167,愛是,連淮偉,197045
2168,Ring Ring Ring,S.H.E,228653
2169,Ten Years of Hits - Mandarin Version,黃冠筑,15391
2170,那些年,Hu Xia,369866
2171,无题 - 网剧《山河令》插曲,Hu Xia,278868
2172,I Miss You,Joyce Chu,158160
2173,四季予你,程響,10347
2174,[Xue Yang] Huang Cheng Du,周深,259178
2175,SNEAKERS (English Ver.),ITZY,164352
2176,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,174464
2177,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,213994
2178,Ballade,Joe Hisaishi,2500
2179,Fly Me Away,StreamBeats Originals,155454
2180,Fly Me Away,StreamBeats Originals,155454
2181,Fly Me Away,StreamBeats Originals,155454
2182,Fly Me Away,StreamBeats Originals,155454
2183,Fly Me Away,StreamBeats Originals,155454
2184,Fly Me Away,StreamBeats Originals,155454
2185,Fly Me Away,StreamBeats Originals,155454
2186,Fly Me Away,StreamBeats Originals,155454
2187,Fly Me Away,StreamBeats Originals,155454
2188,Fly Me Away,StreamBeats Originals,155454
2189,Fly Me Away,StreamBeats Originals,155454
2190,Fly Me Away,StreamBeats Originals,155454
2191,Fly Me Away,StreamBeats Originals,155454
2192,Fly Me Away,StreamBeats Originals,155454
2193,Fly Me Away,StreamBeats Originals,155454
2194,Fly Me Away,StreamBeats Originals,155454
2195,Fly Me Away,StreamBeats Originals,155454
2196,Fly Me Away,StreamBeats Originals,155454
2197,Fly Me Away,StreamBeats Originals,155454
2198,Fly Me Away,StreamBeats Originals,155454
2199,Fly Me Away,StreamBeats Originals,155454
2200,Fly Me Away,StreamBeats Originals,155454
2201,Fly Me Away,StreamBeats Originals,155454
2202,Fly Me Away,StreamBeats Originals,155454
2203,Fly Me Away,StreamBeats Originals,155454
2204,Fly Me Away,StreamBeats Originals,155454
2205,Fly Me Away,StreamBeats Originals,155454
2206,Fly Me Away,StreamBeats Originals,155454
2207,Fly Me Away,StreamBeats Originals,155454
2208,Fly Me Away,StreamBeats Originals,155454
2209,Fly Me Away,StreamBeats Originals,75154
2210,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,746
2211,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2212,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2213,FOREVER 1,Girls' Generation,10751
2214,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2215,Fly Me Away,StreamBeats Originals,155454
2216,Fly Me Away - Instrumental,StreamBeats Originals,149014
2217,SNEAKERS,ITZY,179453
2218,Bittersweet (feat. LeeHi),WONWOO,56725
2219,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,321024
2220,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2221,hold the applause,Mira Housey,6805
2222,FOREVER 1,Girls' Generation,1664
2223,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2224,Best Part (feat. H.E.R.),Daniel Caesar,209831
2225,Someone You Loved,Lewis Capaldi,182160
2226,Before You Go,Lewis Capaldi,215106
2227,Follow You,Sugar,131988
2228,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2229,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2230,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2231,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2232,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2233,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2234,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2235,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
2236,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),Bebe Rexha,162273
